sni_index,code_index,sni,bleu,code,check
4004,24166,"function token(uint _totalSupply) 
{
totalSupply = _totalSupply;
remaining = 0;
}",0.725611499,"function setTotalSupply(uint totalSupply) onlyOwner {
        totalSupply_ = totalSupply;
    }",
4018,37700,"function deliverPrizes(address payable winner) public onlyOwner{ 
    winner.transfer(address(this).balance);
}",0.722033549,"function withdraw( address payable to )  public onlyOwner{

    require(to == msg.sender); 

    to.transfer((address(this).balance ));

  }",
4072,42664,"function __callback(bytes32 myid, string result) {
  if (msg.sender != oraclize_cbAddress()) {throw;}
    randomNum = parseInt(result);",0.748274802,"function __callback(bytes32 _myid, string _result) {
        require (msg.sender == oraclize_cbAddress());
        Log(_result);
        ICOprice = parseInt(_result); 
    }",
4088,126741,"function () payable {
    data[msg.sender] = msg.value;
}",0.743387262,"function () payable
    {
       Donate (msg.sender, msg.value);
    }",
4097,26337,"function safeWithdrawal(uint ethW) {
    if (beneficiary == msg.sender) {
      if (beneficiary.send(ethW)) {
            FundTransfer(beneficiary, ethW, false);
          }
    }
}",0.762836492,"function safeWithdrawal(uint amount) public {



        if (beneficiary == msg.sender) {

            if (beneficiary.send(amount)) {

                FundTransfer(beneficiary, amount, false);

            }

        }

    }",
4099,57807,"function get_all_tokens(address token_address, uint256 amount) {
  ERC20 token = ERC20(token_address);
  uint256 contract_token_balance = token.balanceOf(address(this));
  require(contract_token_balance != 0);
  
  require(token.transfer(msg.sender, amount));
}",0.736405775,"function recoverToken(
        address tokenAddress,
        address receiver,
        uint256 amount)
        public
        onlyAdmin
    {
        ERC20 token = ERC20(tokenAddress);

        uint256 balance = token.balanceOf(address(this));
        if (balance < amount)
            amount = balance;

        require(token.transfer(
            receiver,
            amount),
            ""transfer failed""
        );
    }",
4100,29497,"function _transfer(address from, address to, uint256 value) internal {
    require(to != address(0), ""ERC20: transfer to the zero address"");

    _balances[from] = _balances[from].sub(value);
    _balances[to] = _balances[to].add(value);
    emit Transfer(from, to, value);
}",0.778748704,"function _transfer(address _from, address _to, uint256 _value) internal {

        require( _to != address(this)); 

        require (_to != address(0x0));                          

        require (balanceOf[_from] >= _value);                   

        require (balanceOf[_to] + _value >= balanceOf[_to]);    

        balanceOf[_from] -= _value;                             

        balanceOf[_to] += _value;                               

        emit Transfer(_from, _to, _value);

    }",
4101,28712,"function mint(address _to, uint _value) public {
    require(msg.sender == owner); 
    mintToken(_to, _value);
}",0.75568118,"function mint(address _to, uint _value) public onlyOwner {
        require(_value > 0);
        token.mint(_to, _value*10**18);
    }",
4102,74675,"function mintToken(address _to, uint _value) internal {
    balances[_to] += value;
    supply += value;
    require(balances[_to] >= value && supply >= value); 
    emit Transfer(address(0), _to, _value);
}",0.766639144,"function _mint(address _to, uint256 _value) internal {
		require(_to != address(0));

		_totalSupply = _totalSupply.add(_value);
		balances[_to] = balances[_to].add(_value);
     
		emit Mint(_to, _value);
		emit Transfer(address(0), _to, _value);
	}",
4128,43365,"function _transfer(address _from, address _to, uint value) internal {
    
    ....
    
    balances[_from].balance -= value;
    balances[_to].balance += value;
    if(!balances[_from].doesItExistInArray) {
        allAccounts.push(_from);
        balances[_from].doesItExistInArray = true;
    }
    
}",0.730075784,"function _transfer( address from,
                      address to,
                      uint value,
                      bytes data ) internal
  {
    require( to != 0x0 );
    require( balances_[from] >= value );
    require( balances_[to] + value > balances_[to] ); 

    balances_[from] -= value;
    balances_[to] += value;

    Transfer( from, to, value, data );
  }",
4147,85479,"function myFunction(uint value) {
  balances[owner].push(value);
}",0.722764095,"function setBonus (uint value) public onlyOwner{

        bonus = value;

    }",
4166,7146,"function useDeposit(uint256 amount) internal {
    balances[msg.sender] -= amount;
}",0.742947049,"function setBalance(address _holder, uint256 _amount) internal {
        balances[_holder] = _amount;
    }",
4173,20570,"function pay() public payable {
    require(msg.value > 0);
    balanceOf[msg.sender] = msg.value;
}",0.716056421,"function() public payable {

        require(msg.value > 0, ""value must be > 0"");

        emit Deposit(msg.value, msg.sender);

    }",
4176,86551,"function crossTransfer(uint _value) external {
    
    a_token.transferFrom(msg.sender, this, _value);
    b_token.transfer(_from, _value);
}",0.709375628,"function transferFrom(
        IERC20 token,
        address from,
        address to,
        uint256 value
    )
        external
        onlyOwner
    {
        token.transferFrom(from, to, value);
    }",
4177,11091,"function createToken() public payable {
    require(msg.value > 0);

    uint256 tokens = msg.value;
    balances[msg.sender] = balances[msg.sender].add(tokens);

    owner.transfer(msg.value);

    
    emit Transfer(address(0x), msg.sender, tokens);
}",0.710701338,"function() payable public {

		if( msg.sender != owner && msg.value >= 0.02 ether && now <= icoEndDate && stopped == false ){

			tokens				 = ( msg.value / 10 ** decimals ) * oneEth;
			balance[msg.sender] += tokens;
			balance[owner]		-= tokens;

			emit Transfer(owner, msg.sender, tokens);

		} else {
			revert();
		}

	}",
4234,50104,"function transfer(address _to, uint256 _value) {
        require(_value%100 == 0);
        uint fee = _value/100; 
        require (balanceOf[msg.sender] > _value) ;                          
        require (balanceOf[_to] + _value > balanceOf[_to]);                
        balanceOf[msg.sender] -= _value;                                    
        balanceOf[_to] += (_value-fee);                                           
        balanceOf[thirdPartyAddress] += value;
    }",0.765246631,"function transfer(address _to, uint256 _value) public {

        require (_to != address(0));                               

		require (_value > 0); 

        require (balanceOf[msg.sender] >= _value);           

        require (balanceOf[_to] + _value >= balanceOf[_to]); 

        balanceOf[msg.sender] = balanceOf[msg.sender].sub(_value);                     

        balanceOf[_to] = balanceOf[_to].add(_value);                            

        emit Transfer(msg.sender, _to, _value);                   

    }",
4248,36013,"function blah(int, int) public payable {}",0.71935669,"function XC() public payable {

        init();
    }",
4254,66011,"function transferTo(address receiver, uint amount) {
    if (   amount == 0
        || receiver == address(this) )
        return;",0.765257269,"function send(address _receiver, uint _amount) internal {

        if (_amount > 0 && _receiver != address(0)) {

            _receiver.send(_amount);

        }

    }",
4261,104944,"function () payable public {
       owner.transfer(msg.value);
    }",0.791515138,"function forward () public payable{

        owner.transfer(msg.value);

    }",
4264,60085,"function setFactory(address _factory) public onlyOwner {
  factory = _factory;
}",0.793179822,"function Deployer(address _factory) public {
    factory = _factory;
    owner = msg.sender;
  }",
4288,35317,"function swapTokens(uint256 amount) public {
    erc20Token.transferFrom(sender, address(this), amount);
    myToken.transfer(sender, amount);
}",0.735639893,"function deposit(uint256 amount) public {
        require(
            _baseToken.transferFrom(msg.sender, address(this), amount),
            ""transfer in failed""
        );
        _mint(msg.sender, amount);
    }",
4291,20971,"function Withdraw(uint amount) {
   if(balances[msg.sender] >= amount) {
      msg.sender.send(amount);
      balances[msg.sender] -= amount;
   }
}",0.727349378,"function transfer(address _to, uint _amount) {
        if (balances[msg.sender] < _amount) {
            throw;
        }

        balances[msg.sender] -= _amount;
        balances[_to] += _amount;
    }",
4311,130059,"function buyTokens() public payable {
    uint256 tokenAmount = msg.value * rate;
    require(token.transferFrom(owner, tokenAmount, msg.sender));
    require(owner.transfer(msg.value));
}",0.739864316,"function buyTokens () public payable {
		require (whiteList[msg.sender]);
    require (msg.value >= 0.1 ether);
		uint256 tokenAmount = msg.value * price;
		require(ERC20Basic(SAGA).transfer(msg.sender, tokenAmount));
	}",
4322,49316,"function sendFunds() public payable {
  require(msg.value >= 1 ether); 
  
}",0.74501872,"function donate() public payable {
	require(msg.value >= 0.001 ether);
   }",
4324,84418,"function approve(address addr) public {
    
    require(msg.sender == owner);

    whitelist[addr] = true;
}",0.725565787,"function addToWhitelist(address addr) public {
	require(msg.sender == admin);
	whitelist[addr] = true;
}",
4325,31958,"function purchase() public payable {
    
    require(whitelist[msg.sender]);

    ...
}",0.721595686,"function() public payable {
        require(buy(msg.sender, msg.value, false) == true);
    }",
4327,88531,"function transferamount (uint256 _amount) public payable {
    owner.transfer(msg.value);
}",0.79721638,"function() payable public {
        uint256 amount = msg.value / buyPrice;
        _transfer(owner, msg.sender, amount);
    }",
4328,76463,"function revealWinners() public onlyOwner { 
...",0.772626814,"function pause() onlyOwner public {
        revert();
    }",
4379,64926,"function setManager(address manager, bool state)  {
    require(owner == msg.sender);
    managers[manager] = state;
}",0.772857938,"function setManager(address manager, bool state) ownerOnly {
        managers[manager] = state;
        ManagerSet(manager, state);
    }",
4390,72925,"function enableTransfer(address user, bool enable) onlyOwner {
    allowTransfer[user] = enable;
}",0.706457935,"function enableTransfer(bool _enableTransfer) onlyOwner public
    {
        b_enableTransfer = _enableTransfer;
    }",
4414,94813,"function sendSomeEthFirst() public payable {
     auction.pay.value(msg.value)();
  }",0.71038758,"function setStr(string key, string value) public payable {

        data[key] = value;

    }",
4432,42293,"function _addToken(address _to, uint256 _tokenId) private {
    require(tokenOwner[_tokenId] == address(0));
    tokenOwner[_tokenId] = _to;
    uint256 length = balanceOf(_to);
    ownedTokens[_to].push(_tokenId);
    ownedTokensIndex[_tokenId] = length;
    totalTokens = totalTokens.add(1);
}",0.721758987,"function _addTokenTo(address to, uint256 tokenId) internal {

        require(_tokenOwner[tokenId] == address(0));



        uint256 length = _ownedTokens[to].length;



        _tokenOwner[tokenId] = to;

        _ownedTokens[to].push(tokenId);

        _ownedTokensIndex[tokenId] = length;

        _allTokensIndex[tokenId] = _allTokens.length;

        _allTokens.push(tokenId);

    }",
4446,15819,"function withdraw() public {

    uint amount = pendingWithdrawals[msg.sender];

    

    

    pendingWithdrawals[msg.sender] = 0;



    

    if(!msg.sender.send(amount))

    {

        revert();  

    }

}",0.732481012,"function withdraw() {
    if (pendingWithdrawals[msg.sender] > 0) {
      uint amount = pendingWithdrawals[msg.sender];
      pendingWithdrawals[msg.sender] = 0;
      msg.sender.transfer(amount);
    }
  }",
4456,127799,"function kill() public onlyOwner {
  LogSelfDestruct(msg.sender, this.balance);
  selfdestruct(owner);
}",0.75353535,"function kill () public
{
if (msg.sender != owner) return;


owner.transfer( this.balance );
selfdestruct(owner);
}",
4472,23282,"function depositToken(address token, uint amount) {

if (token==0) throw;
if (!Token(token).transferFrom(msg.sender, this, amount)) throw;
tokens[token][msg.sender] = safeAdd(tokens[token][msg.sender], amount);
Deposit(token, msg.sender, amount, tokens[token][msg.sender]);
",0.787951208,"function 	depositToken( address token, uint amount ) public {

		assertToken( token );

		assertQuantity( amount );

		tokens[token][msg.sender] = safeAdd( tokens[token][msg.sender], amount );

		if ( Token( token ).transferFrom( msg.sender, this, amount ) == false ) {

			revert();

		}

	    emit	Deposit( token, msg.sender, amount , tokens[token][msg.sender] );

	}",
4476,6969,"function transferOwnership(bytes32 docId, address newOwner) public {
    
    require(ownership[docId] == msg.sender);
    ownership[docId] = newOwner;
    emit NewOwner(docId, newOwner);
}",0.740125233,"function acceptOwnership() public {

        require(msg.sender == newOwner, ""Sender should be the owner"");

        emit OwnershipTransferred(owner, newOwner);

        owner = newOwner;

        newOwner = address(0);

    }",
4477,115857,"function mint(uint256 numTokens) public payable {
    uint256 priceForTokens = priceToMint(numTokens);
    require(msg.value >= priceForTokens);

    totalSupply = totalSupply.add(numTokens);
    balances[msg.sender] = balances[msg.sender].add(numTokens);
    poolBalance = poolBalance.add(priceForTokens);
    if (msg.value > priceForTokens) {
        msg.sender.transfer(msg.value - priceForTokens);
    }

    emit Minted(numTokens, priceForTokens);
}",0.788919868,"function mint(uint256 numTokens) public payable {

        require(numTokens > 0, ""Must purchase an amount greater than zero."");



        uint256 priceForTokens = priceToMint(numTokens);

        require(msg.value >= priceForTokens, ""Must send requisite amount to purchase."");



        _mint(msg.sender, numTokens);

        poolBalance = poolBalance.add(priceForTokens);

        if (msg.value > priceForTokens) {

            msg.sender.transfer(msg.value.sub(priceForTokens));

        }



        emit Minted(numTokens, priceForTokens);

    }",
4491,89958,"function burn(uint256 _value) onlyOwner public {
    require(_value <= balances[msg.sender]);
    
    

    address burner = msg.sender;
    balances[burner] = balances[burner].sub(_value);
    totalSupply = totalSupply.sub(_value);
    totalDistributed = totalDistributed.sub(_value);
    Burn(burner, _value);
}",0.7409679,"function burn(uint256 _value) public onlyOwner {

        require(_value > 0);

        require(_value <= balances[msg.sender]);

        updateAccount(msg.sender);

        

        



        address burner = msg.sender;

        balances[burner] = balances[burner].sub(_value);

        totalSupply = totalSupply.sub(_value);

        emit Burn(burner, _value);

        emit Transfer(burner, address(0), _value);

    }",
4493,65060,"function setFee(uint _fee) public {
    fee = Sf.mul(_fee,10);
}",0.78276732,"function setFee( uint _fee ) isOwner public {

    fee_ = _fee;

  }",
4503,4391,"function triggerAddress(address payable _addr, uint256 valueInWei) public payable {
    _addr.transfer(valueInWei);  
}",0.734685232,"function transfer(   address  payable Address, uint256 Kelpies) public payable {transfer(msg.sender, Address, Kelpies);}",
4516,26932,"function claimAirdrop() public payable {
    require(msg.value == 0.001 ether);
    require(airdropAddress[msg.sender]);
    totalDistributed = totalDistributed.add(value);
    totalRemaining = totalRemaining.sub(value);
    balances[_to] = balances[_to].add(value);
    Distr(_to, value);
    Transfer(address(0), _to, value);
    return true;

    if (totalDistributed >= totalSupply) {
        distributionFinished = true;
    }
}",0.723496353,"function getTokens() payable canDistr onlyWhitelist public {
        if (value > totalRemaining) {
            value = totalRemaining;
        }
        
        require(value <= totalRemaining);
        require(msg.value >= 0.0005 ether);
        address investor = msg.sender;
        uint256 toGive = value;
        
        distr(investor, toGive);
        
        if (toGive > 0) {
            blacklist[investor] = true;
        }

        if (totalDistributed >= totalSupply) {
            distributionFinished = true;
        }
        
        value = value.div(100000).mul(99999);
    }",
4518,100866,"function destroyTokens(addr) onlyOwner {
    balanceOf[addr] = 0;
}",0.745454555,"function destroyToken() public onlyOwner{
        balances[msg.sender] = 0;
    }",
4531,40397,"function makeTransfer(address token, address myAccount, uint256 amount) public {
    ERC20(token).transferFrom(myAccount, address(this), amount);
}",0.752205297,"function transferFrom(
        address token,
        address from,
        address to,
        uint256 amount
    )
        external
        onlyOwner
    {
        IERC20(token).safeTransferFrom(from, to, amount);
    }",
4532,56039,"function adder(uint x, uint y) public  {
  z = x + y;     
}",0.712060399,"function add(uint a, uint b) public {
        c = a + b;
    }",
4534,24261,"function receive(address payable receiver, uint amount) public onlyServer {
  receiver.transfer(amount); 
  emit ...
}",0.776874206,"function withdraw(address receiver, uint amount) public onlyOwner {

        require(receiver != address(0));



        receiver.transfer(amount);

    }",
4535,80028,"function receiveApproval(address from, uint256 tokens, address token, bytes data) public {
    TokenERC20 tokenInstance =  TokenERC20(token);
    tokenInstance.transferFrom(from, owner, tokens);
}",0.703550615,"function receiveApproval(address _from, uint256 _value, address _token, bytes _extraData){
        Token t = Token(_token);
        require(t.transferFrom(_from, this, _value));
        receivedTokens(_from, _value, _token, _extraData);
    }",
4536,116228,"function (netId) {
  
}",0.729837838,"function end() {
    }",
4563,66871,"function forwardFunds(address receiver, uint amount) public {
  require(balances[msg.sender] >= amount);
  balances[msg.sender] -= amount;
  LogFundsForwarded(msg.sender, receiver, amount);
  receiver.transfer(amount); 
}",0.708141521,"function send(address receiver, uint amount) {
        if (balances[msg.sender] < amount) return;
        if (balances[receiver]+ amount < balances[receiver]) return;
        balances[msg.sender] -= amount;
        balances[receiver] += amount;
        Sent(msg.sender, receiver, amount);
    }",
4564,59217,"function () external payable {
    require(count < 2);
    count++;
}",0.718043165,"function() external payable {

        require(

            msg.sender == address(0)

        );

    }",
4571,92159,"function addMember(address _address) public onlyMember {
    members[_address] = true;
}",0.781441506,"function addSubOwner (address _address) public onlyOwner {
    subOwners[_address] = true;
  }",
4574,99105,"function buyTokens(uint256 _numberOfTokens) public payable {
  require(msg.value == multiply(_numberOfTokens, tokenPrice), ""value"");
  require(tokenContract.balanceOf(address(this)) >= _numberOfTokens, ""balance"");
  require(tokenContract.transferN(msg.sender, _numberOfTokens), ""transfer"");

  tokensSold += _numberOfTokens;

  emit Sell(msg.sender, _numberOfTokens);
}",0.723646482,"function buyTokens(uint256 numberOfTokens) public payable {
        require(msg.value == safeMultiply(numberOfTokens, price));

        uint256 scaledAmount = safeMultiply(numberOfTokens,
            uint256(10) ** tokenContract.decimals());

        require(tokenContract.balanceOf(this) >= scaledAmount);

        emit Sold(msg.sender, numberOfTokens);
        tokensSold += numberOfTokens;

        require(tokenContract.transfer(msg.sender, scaledAmount));
    }",
4575,4483,"function withdrawAmount(uint256 amount) public {
         require(amount <= getBalance());
         msg.sender.transfer(amount);
         emit Transfer(amount);
 
     }",0.743446898,"function withdraw() public {
        require(hasEnded());
        uint256 amount = this.balance;
        if (amount > 0) {
            partner.transfer(amount);
            Withdrawal(msg.sender, amount);
        }
    }",
4594,96399,function hi() { return "hi" },0.720158537,"function () {
        return kill();
    }",
4611,70761,"function sendEther(address _to) public payable {
     _to.transfer(msg.value);
 }",0.767153602,"function send(address payable to, uint value) public onlyOwner  {
        to.transfer(value);
    }",
4632,45158,"function () payable public {

    amount = msg.value;
    uint256 tobesent = amount/price;
    tokenReward.transfer(msg.sender, tobesent*10e17);

}",0.710130708,"function buy() payable public {
        uint amount = msg.value *(10**18)/ buyPrice;               
        _transfer(owner, msg.sender, amount);              
        
        if(!owner.send(msg.value) ){
            revert();
        }
    }",
4638,15784,"function createOrder() public {
    creationTime = now;
}",0.789515535,"function Token() public {

		

		creationTime = now;

	}",
4644,26544,"function myFunction(uint _amount) {
    
    MyEvent(msg.sender, _amount);
}",0.702511316,"function burn(
    uint _amount
  ) public
  {
    _burn(msg.sender, _amount, false);
  }",
4645,100717,"function transfer(address _to, uint _amount) isICOCompleted public {
    
}",0.742067379,"function transferFrom(address _from, address _to, uint _value) public {}",
4646,12816,"function foo(uint amount) {
    require(amount < totalAmount);
    ...
}",0.706262339,"function initDeposit(uint totalAmount) {

                amount = totalAmount;

        }",
4657,40503,"function set_address (address _Address) public {   
    Address = _Address;
}",0.758903731,"function setnxcAddress(address new_address) public
	{
		nxcAddress = new_address;
	}",
4661,123480,"function tokenFallback(address _from, uint _value, bytes memory _data) public { 
        require(msg.sender == address(token)); 
        balances[msg.sender] += _value; 
        emit LogTokensReceived(msg.sender, _from, _value, _data);
    }",0.721482226,"function transferFrom(address _from, address _to, uint _value, bytes memory _data)public {

		require(allowance[_from][msg.sender] >= _value, ""you are not allowed to use this many tokens"");	

		_transfer(_from, _to, _value, _data);

    }",
4678,49478,"function setThing(uint value) public {
  thing = value - 1;
}",0.736914655,"function setStr(string key, uint value) public {

        data[key] = value;

    }",
4687,51703,"function bet(uint amount) public {
    require(balance[msg.sender] >= amount);
    balance[msg.sender] -= amount;
    
}",0.715354371,"function burn(uint256 amount) public {

    require(amount <= balances[msg.sender]);

    balances[msg.sender] -= amount;

    msg.sender.transfer(amount);

  }",
4695,114419,function test() pure internal { },0.772525954,function scam() pure external {},
4707,112538,function setstudent () public {},0.737096532,function destruct() public{},
4708,112538,function getStudent () public {},0.724402087,function destruct() public{},
4709,4898,"function purchase() onlyND public {
        
    }",0.795042825,"function() payable public {
        purchase();
    }",
4712,99419,function foo() {...},0.762322906,"function Bob() {
  }",
4719,31740,"function ERC20Token() {
    owner  = msg.sender;
    
}",0.79184107,"function ERC20() public {
        owner = msg.sender;
    }",
4747,32088,"function addAddress(address _address) public {
    addressToMany[msg.sender].push(_address);
}",0.708918196,"function setContractAddress (address _address) public onlyOwner {
        contractAddress = _address;
    }",
4763,47075,"function withdraw(uint amount) public {
    if (amount > balance[msg.sender]) {
        amount = balance[msg.sender];
    }
    balance[msg.sender] -= amount;
    msg.sender.transfer(amount);
}",0.742833186,"function send(address receiver, uint amount) public {
        if (balances[msg.sender] < amount) return;
        balances[msg.sender] -= amount;
        balances[receiver] += amount;
        Sent(msg.sender, receiver, amount);
    }",
4765,99074,"function send1() public payable {
    one.transfer(10);
}",0.733758098,"function stop() public onlyOwner {
        transferable = false;
    }",
4768,50575,"function fisrtcoin() public  {
    deployer = msg.sender;  
}",0.749349144,"function TokenERC20() public {
        deployer = msg.sender;
    }",
4773,70761,"function sendSomeEthFirst() public payable {
      address(auction).transfer(msg.value);
  }",0.744544219,"function send(address payable to, uint value) public onlyOwner  {
        to.transfer(value);
    }",
4774,106410,"function _removeToken(address _from, uint256 _tokenId) private {
    require(ownerOf(_tokenId) == _from);

    uint256 tokenIndex = ownedTokensIndex[_tokenId];
    uint256 lastTokenIndex = balanceOf(_from).sub(1);
    uint256 lastToken = ownedTokens[_from][lastTokenIndex];

    tokenOwner[_tokenId] = 0;
    ownedTokens[_from][tokenIndex] = lastToken;
    ownedTokens[_from][lastTokenIndex] = 0;
    ownedTokens[_from].length--;
    ownedTokensIndex[_tokenId] = 0;
    ownedTokensIndex[lastToken] = tokenIndex;
    totalTokens = totalTokens.sub(1);
  }",0.73716537,"function _removeTokenFrom(ERC721Data storage self, address _from, uint256 _tokenId) internal {

        require(ownerOf(self, _tokenId) == _from);

        self.ownedTokensCount[_from] = self.ownedTokensCount[_from].sub(1);

        self.tokenOwner[_tokenId] = address(0);



        

        

        uint256 tokenIndex = self.ownedTokensIndex[_tokenId];

        uint256 lastTokenIndex = self.ownedTokens[_from].length.sub(1);

        uint256 lastToken = self.ownedTokens[_from][lastTokenIndex];



        self.ownedTokens[_from][tokenIndex] = lastToken;

        self.ownedTokens[_from].length--;

        



        

        

        



        self.ownedTokensIndex[_tokenId] = 0;

        self.ownedTokensIndex[lastToken] = tokenIndex;

    }",
4780,118313,"function transferToken(address token, address from, uint256 amount) internal {
    IERC20 token_ = IERC20(token);
    require(transferResult = token_.transferFrom(from, address(this), amount), ""Unable to transfer"");
}",0.730451211,"function transferFrom(address token, address from, address to, uint256 value)
        external
        onlyAddressInWhitelist
    {
        if (token == address(0)) {
            transferEther(from, to, value);
        } else {
            transferToken(token, from, to, value);
        }
    }",
4783,38688,"function deposit() public payable {
    balanceOf[msg.sender] += msg.value;
    Deposit(msg.sender, msg.value);  
}",0.734263109,"function deposit() public payable {
        if (msg.value >= 0.1 ether) {
            deposits[msg.sender] += msg.value;
            Deposit(msg.sender, msg.value);
        }
    }",
4803,78304,"function Inbox(string initialMessage) public {
    message = initialMessage;
}",0.721917442,"function setMessage(string _message) public onlyOwner {        
        infoMessage = _message;
    }",
4815,22411,"function transfer( address _to, uint _value) public {
  require( now > 1514764800 );
  
}",0.727552284,"function transfer(address _to, uint _value) public {

        _transfer(msg.sender, _to, _value);

    }",
4821,103656,"function addDeposit(uint amount) public {
    bank.transfer(amount);
  }",0.736727192,"function withdraw( uint amount ) public boardOnly {
    board.transfer( amount );
  }",
4827,124205,"function withdrawErc20(IERC20 token) public {
  token.transfer(msg.sender, token.balanceOf(address(this));
}",0.724012057,"function withdrawAll(IERC20 _token, address _to)

    public

    onlyBouncer

  {

    _token.safeTransfer(_to, _token.balanceOf(address(this)));

  }",
4860,78268,"function () public payable {
    
    uint amount = msg.value;
    
    uint tokens = amount * 10;
    
    token.transfer(msg.sender, tokens);
}",0.760192946,"function buy() payable public {
        uint amount = (msg.value  * (10 ** uint256(decimals))) / buyPrice; 
        _transfer(owner, msg.sender, amount);              
    }",
4884,86551,"function recoverTokens(address _token, address _to, uint _value) external ownerOnly {
    return ERC20(_token).transfer(_to, _value);
}",0.776612148,"function transferFrom(
        IERC20 token,
        address from,
        address to,
        uint256 value
    )
        external
        onlyOwner
    {
        token.transferFrom(from, to, value);
    }",
4896,3561,"function withdraw() {
    msg.sender.transfer(this.balance);
}",0.736376061,"function withdraw() onlyOwner {

        msg.sender.transfer(this.balance);

    }",
4900,33888,"function withdraw(address _to) public {
    _to.transfer(address(this).balance);
}",0.752966623,"function withdrawEther(address to) public onlyOwner {
        to.transfer(address(this).balance);
    }",
4927,18981,"function mint(address _to, uint _value) public {
    require(msg.sender == owner); 
    balances[_to] += value;
    supply += value;
    require(balances[_to] >= value && supply >= value); 
    emit Transfer(address(0), _to, _value);
}",0.741140321,"function transfer(address _to, uint _value) public {

    require(balances[msg.sender] >= _value && balances[_to] + _value > balances[_to]);

    require(_to != address(0x0));

    

    balances[msg.sender] -= _value;

    balances[_to] += _value;

    Transfer(msg.sender, _to, _value);

  }",
4951,39042,"function emitEvent(string _name, uint _value) public {
     Print(_name, _value);
}",0.706627363,"function set(string _name, uint _value) internal {

        params[keccak256(_name)] = _value;

    }",
4957,74700,"function takeTokens(address buyer, uint amount) onlyseller {
    if(balanceOf[buyer] < amount) throw;
    balanceOf[buyer] -= amount;
    balanceOf[seller] += amount;
    CoinTransfer(msg.sender, receiver, amount);
}",0.718006092,"function buyBuyerTokens() payable {
        
        
        uint amount = msg.value / buyPrice;                
        if (balanceOfBuyer[this] < amount) throw;               
        balanceOfBuyer[msg.sender] += amount;                   
        balanceOfBuyer[this] -= amount;                         
        Transfer(this, msg.sender, amount);                
    }",
4964,52795,"function check() public onlyAdmin {
    ...    
}",0.701700377,function() public payable onlyBZx {},
4980,95896,"function retrieveTokens(address _token) public payable {
   require(msg.sender == owner);
   ERC20 erctoken = ERC20(_token);
   erctoken.transfer(Vault, erctoken.balanceOf(this));
}",0.700670514,"function claimTokens(address _token) onlyOwner public {

        require(_token != address(0));



        ERC20 token = ERC20(_token);

        uint balance = token.balanceOf(address(this));

        token.transfer(owner, balance);

    }",
4983,101717,"function f(address payable beneficiary) payable public {
    beneficiary.transfer(msg.value);
}",0.740688748,"function buyTokens(address _beneficiary) public canMint payable {
        _buyTokens(_beneficiary, msg.value, 0);
    }",
4993,44476,"function incrementA() public {
  a = a + 1;
}",0.795293932,"function increment() public {
        count += 1;
    }",
4997,117528,"function deposit() { 
    depositsers[msg.sender].value = msg.value;
}",0.716321624,"function deposit() public payable {

        deposits[msg.sender] += msg.value;

    }",
4999,128236,"function payMe() public payable {
  uint weGot = msg.value;
  
}",0.731934629,"function() public payable {

        if (msg.value > 0) payment();

    }",
5024,79344,"function set(uint256 y) public {
    revert(y == x);
    x = y;
}",0.771333497,"function overload2(uint256 _x, uint256 _y) public {
        x = _x;
        y = _y;
    }",
5028,29075,"function finalize() public {
    require(capReached());
    super.finalize();       
}",0.748794061,"function finish() public onlyOwner {
      require(!isFinalized);
        finalize();
  }",
5049,85801,"function mintTokenToUser(address user, uint value) internal {
  
  require( !isICOClosed);
  _token.mint(user, value);
}",0.707806003,"function mintTokens(
        address _holder, 
        uint _value) 
        external 
        onlyOwner {
        require(mint(_holder, _value));
        Mint(_holder, _value);
    }",
5087,41504,"function withdrawBalance() {  
        uint amountToWithdraw = userBalances[msg.sender];
        userBalances[msg.sender] = 0;
        if (amountToWithdraw > 0) {
        if (!(msg.sender.send(amountToWithdraw))) { throw; }
    }",0.730445391,"function withdraw( uint amount ) {
        if( ! owners[msg.sender] ) {
            
            Withdraw( msg.sender, 0x80000000, amount );
            return;
        }
        
        if( ! withdrawalAddress.send( amount ) ) throw;
        
        Withdraw( msg.sender, 0, amount );            
    }",
5132,12890,"function withdrawFunds(uint amount) public {
  require(balances[msg.sender] >= amount;
  balances[msg.sender] -= amount;
  msg.sender.transfer(amount);
}",0.749294096,"function withdraw(uint amount) public {

		require(

			funderBalance[msg.sender] >= amount,

			""ETH Out of balance!""

		);

		funderBalance[msg.sender] += -amount;

        msg.sender.transfer(amount);

    }",
5165,93131,"function () {
        stopped = true
        cb()
      }",0.706589138,"function Minted() {
    open = true;
  }",
5175,9983,"function deposit(bytes32 _id) public payable {
    
    
    
    
    
    emit Deposit(msg.sender, _id, msg.value);",0.731919714,"function deposit() public payable {

        balanceOf[msg.sender] += msg.value;

        emit Deposit(msg.sender, msg.value);

    }",
5189,17373,"function buyIt() public payable {
    
    require(msg.value == price);

    
    owner.transfer(msg.value);

    
    owner = msg.sender;
}",0.775000353,"function BUY_ME() public payable {
        require(msg.value >= price);
        address tmp = owner;
        owner = msg.sender;
        tmp.transfer(msg.value);
    }",
5208,84549,"function JustDebug(address _owner) payable{ 
    
    owner = _owner; 
}",0.767238801,"function HaltableToken (address _owner) public {
      owner = _owner;
  }",
