sni_index,code_index,sni,bleu,code,check
4870,41229,"function () public payable {
    testDeposit ();
}",0.885623206,"function() public payable {
        makeDeposit();
    }",3
4871,117260,"function changeName(bytes32 newName) {
    
    
    
    if (msg.sender == address(creator))
        name = newName;
}",0.871879673,"function changeName(bytes32 newName) public {

        

        

        

        if (msg.sender == address(creator))

            name = newName;

    }",1
4886,16316,function register(address sender) payable {},0.898334374,"function register(address sender) payable {
    }",3
4910,63010,"function callfunction(address _atAddress) payable public {
    address _impl = _atAddress;
    require(_impl != address(0));

    assembly {
      let ptr := mload(0x40)
      calldatacopy(ptr, 0, calldatasize)
      let result := delegatecall(gas, _impl, ptr, calldatasize, 0, 0)
      let size := returndatasize
      returndatacopy(ptr, 0, size)

      switch result
      case 0 { revert(ptr, size) }
      default { return(ptr, size) }
    }
  }",0.835714237,"function () payable external {

        address localImpl = implementation;

        require(localImpl != address(0x0));



        assembly {

            let ptr := mload(0x40)



            switch calldatasize

            case 0 {  } 



            default{

                calldatacopy(ptr, 0, calldatasize)



                let result := delegatecall(gas, localImpl, ptr, calldatasize, 0, 0)

                let size := returndatasize

                returndatacopy(ptr, 0, size)

                switch result



                case 0 { revert(ptr, size) }

                default { return(ptr, size) }

            }

        }

    }",3
4935,104962,"function transfer(address _to, uint256 _value) { 
if (balanceOf[msg.sender] < _value) throw; 
if (balanceOf[_to] + _value < balanceOf[_to]) throw; 
if (frozenaccount[msg.sender]) throw; 
balanceOf[_to] += _value; 
Transfer(msg.sender, _to, _value); 
}",0.845655341,"function transfer(address _to, uint256 _value) {
        if (frozen) throw;                                   
        if (_to == 0x0) throw;                               
        if (balanceOf[msg.sender] < _value) throw;           
        if (balanceOf[_to] + _value < balanceOf[_to]) throw; 
        balanceOf[msg.sender] -= _value;                     
        balanceOf[_to] += _value;                            
        Transfer(msg.sender, _to, _value);                   
    }",3
4954,104102,"function () payable {
    require(!crowdsaleClosed);
    uint amount = msg.value;
    balanceOf[msg.sender] += amount;
    amountRaised += amount;
    tokenReward.transfer(msg.sender, amount / price);
    FundTransfer(msg.sender, amount, true);
}",0.840031028,"function () payable external {
        require(!crowdsaleClosed);
        uint amount = msg.value;
        balanceOf[msg.sender] += amount;
        amountRaised += amount;
        tokenReward.transfer(msg.sender, amount * 10**18 / price);
       emit FundTransfer(msg.sender, amount, true);
    }",3
5005,22306,"function TitanToken(uint256 _initialSupply, bytes32 _tokenName, bytes32 _tokenSymbol) public {
    totalSupply = _initialSupply * 10 ** uint256(decimals);  
    name = _tokenName;                                   
    symbol = _tokenSymbol;                               
}",0.808744017,"function TokenERC20(
        string tokenName,
        string tokenSymbol
    ) public {
        totalSupply = initialSupply * 10 ** uint256(decimals);  
        balanceOf[msg.sender] = totalSupply;                
        name = tokenName;                                   
        symbol = tokenSymbol;                               
    }",1
5102,53075,"function ERC20Token() {
    balances[msg.sender] = 700000;
    totalSupply = 1000000;
    name = ""PRO ETHER"";
    decimals = 0;
    symbol = ""PRO"";
}",0.818646804,"function ERC20Token() {
        balances[msg.sender] = 1000000;               
        totalSupply = 1000000;                        
        name = ""Eugnis Token"";                                   
        decimals = 0;                            
        symbol = ""EIS"";                               
    }",1
5113,104517,"function _mint(address _to, uint256 _tokenId) internal {
    require(_to != address(0));
    _addToken(_to, _tokenId);
    Transfer(0x0, _to, _tokenId);
}",0.875308201,"function _mint(address _to, uint256 _tokenId) internal {

        require (_to != address(0));

        addTokenTo(_to, _tokenId);

        emit Transfer(address(0), _to, _tokenId);

    }",3
5156,55789,"function buyTokens(address beneficiary) public payable {
  require(beneficiary != address(0));
  require(validPurchase());

  uint256 weiAmount = msg.value;

  
  uint256 tokens = getTokenAmount(weiAmount);

  
  weiRaised = weiRaised.add(weiAmount);

  token.mint(beneficiary, tokens);
  TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);

  forwardFunds();
}",0.861363273,"function buyTokens(address beneficiary) public payable {
        require(beneficiary != address(0));
        require(validPurchase());

        uint256 weiAmount = msg.value;

        
        uint256 tokens = getTokenAmount(weiAmount);

        
        weiRaised = weiRaised.add(weiAmount);
        totalSupply = totalSupply.add(tokens);

        token.mint(beneficiary, tokens);
        emit TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);

        forwardFunds();
    }",3
5179,58841,"function buyTokens(address beneficiary) payable {
    require(beneficiary != 0x0);
    require(validPurchase());

    uint256 weiAmount = msg.value;
    uint256 updatedWeiRaised = weiRaised.add(weiAmount);

    
    uint256 tokens = weiAmount.mul(rate);

    
    weiRaised = updatedWeiRaised;

    token.mint(beneficiary, tokens);

    
    token.mint(founder, tokens);

    TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);

    forwardFunds();
  }",0.834175827,"function buyTokens(address beneficiary) payable {
        require(beneficiary != 0x0);
        require(validPurchase());
        
        uint256 weiAmount = msg.value;
        uint256 updatedweiRaised = weiRaised.add(weiAmount);
        
        
        uint256 tokens = weiAmount.mul(rate);
        
        
        require ( tokens <= token.balanceOf(this) );
        
        
        weiRaised = updatedweiRaised;
        
        
        token.transfer(beneficiary, tokens);
        
        tokensSold = tokensSold.add(tokens);
        
        TokenPurchase(msg.sender, beneficiary, weiAmount, tokens);
        
        forwardFunds();
    }",3
5197,66185,"function () payable {
    require(!crowdsaleClosed);
    uint amount = msg.value;
    balanceOf[msg.sender] += amount;
    amountRaised += amount;

    
    tokenReward.transfer(msg.sender, amount * 10**18 / price);

    FundTransfer(msg.sender, amount, true);
}",0.817828674,"function () payable {
        if (crowdsaleClosed) {
            revert();
        }
        uint amount = msg.value;
        if (amount < minAmount) {
            revert();
        }
        balanceOf[msg.sender] = amount;
        amountRaised += amount;
        tokenReward.transfer(msg.sender, amount*10000 / price);
        FundTransfer(msg.sender, amount, true);
    }",3
5198,22456,function kill() { if (msg.sender == owner) selfdestruct(owner); },0.871459283,"function kill () {
    require (msg.sender == owner);
    selfdestruct (owner);
  }",2
5226,1844,"function owned() {
            owner = msg.sender;
        }",0.878009957,"function owned() {
        owner = msg.sender;
    }",0
5232,102270,"function transfer(address _to, uint256 _value) {
    require (_to != 0x0) ;                               
    if (balanceOf[msg.sender] < _value) require;           
    if (balanceOf[_to] + _value < balanceOf[_to]) require; 
    balanceOf[msg.sender] -= _value;                     
    balanceOf[_to] += _value;                            
    Transfer(msg.sender, _to, _value);                   
}",0.817334427,"function transfer(address _to, uint256 _value) {
        require (_to != 0x0);                               
        require (frozenAccount[msg.sender] != true);                 
        require (balanceOf[msg.sender] >= _value);           
        require (balanceOf[_to] + _value > balanceOf[_to]); 
        balanceOf[msg.sender] -= _value;                     
        balanceOf[_to] += _value;                            
        Transfer(msg.sender, _to, _value);                   
    }",2
5251,84863,"function createTokens() payable external {
  if (isFinalized) throw;
  if (block.number < fundingStartBlock) throw;
  if (block.number > fundingEndBlock) throw;
  if (msg.value == 0) throw;

  uint256 tokens = safeMult(msg.value, tokenExchangeRate); 
  uint256 checkedSupply = safeAdd(totalSupply, tokens);

  
  if (tokenCreationCap < checkedSupply) throw;  

  totalSupply = checkedSupply;
  balances[msg.sender] += tokens;  
  CreateBAT(msg.sender, tokens);  
}",0.82122973,"function makeTokens() payable  {
      if (isFinalized) throw;
      if (block.timestamp < fundingStartUnixTimestamp) throw;
      if (block.timestamp > fundingEndUnixTimestamp) throw;
      if (msg.value < 100 finney || msg.value > 100 ether) throw; 

      uint256 tokens = safeMult(msg.value, tokenRate());

      uint256 checkedSupply = safeAdd(totalSupply, tokens);

      if (tokenCreationCap < checkedSupply) throw;

      totalSupply = checkedSupply;
      balances[msg.sender] += tokens;
      CreateHOLY(msg.sender, tokens);
    }",3
5254,47074,"function mint(address receiver, uint amount) {
        if (msg.sender != minter) {
            balances[receiver] += amount;  
            return;
        }
    }",0.886891038,"function mint(address receiver, uint amount) public {
        if (msg.sender != minter) return;
        balances[receiver] += amount;
    }",3
5278,51702,"function () public payable {
    balances[msg.sender] += msg.value;
}",0.82399564,"function mint() payable public {

    balances[msg.sender] += msg.value;

  }",3
5303,95155,"function enableToken() onlyOwner public {
  isEnabled = true;
}",0.847258643,"function enable() public onlyOwner {

        enabled = true;

    }",3
5304,95156,"function disableToken() onlyOwner public {
  isEnabled = false;
}",0.851585376,"function disable() public onlyOwner {

        enabled = false;

    }",3
5322,117528,"function deposit() payable {
  deposits[msg.sender] += msg.value;
}",0.816250638,"function deposit() public payable {

        deposits[msg.sender] += msg.value;

    }",1
5331,1888,"function setCompleted(uint completed) restricted {
    last_completed_migration = completed;
}",0.869486949,"function setCompleted(uint completed) public restricted {

    last_completed_migration = completed;

  }",1
5359,113413,"function TokenERC20(uint256 initialSupply, string tokenName, string tokenSymbol) public {
    totalSupply = 250000000 * 10 ** uint256(decimals); 
    balanceOf[msg.sender] = totalSupply;     
    name = ""PONTEM"";                         
    symbol = ""PXM"";                          
}",0.887094471,"function TokenERC20(

        uint256 initialSupply,

        string tokenName,

        string tokenSymbol

    ) public {

        totalSupply = 1000000000 * 10 ** uint256(decimals);  

        balanceOf[msg.sender] = totalSupply;                

        name = ""Bit-M Token"";                                   

        symbol = ""BMB"";                               

    }",1
5391,43365,"function _transfer(address _from, address _to, uint _value) internal {
        require (_to != 0x0);                               
        require (balanceOf[_from] > _value);                
        require (balanceOf[_to] + _value > balanceOf[_to]); 
        balanceOf[_from] -= _value;                         
        balanceOf[_to] += _value;                            
        Transfer(_from, _to, _value);
    }",0.898844497,"function _transfer( address from,
                      address to,
                      uint value,
                      bytes data ) internal
  {
    require( to != 0x0 );
    require( balances_[from] >= value );
    require( balances_[to] + value > balances_[to] ); 

    balances_[from] -= value;
    balances_[to] += value;

    Transfer( from, to, value, data );
  }",1
5405,848,"function transferTokenOwnership(address newOwner) public {
    

    token.transferOwnership(newOwner);
}",0.865351413,"function transferTokenOwnership(address _newOwner) public ownerOnly {

        token.transferOwnership(_newOwner);

    }",0
5419,41221,"function purchase() payable {
    require(msg.value >= 1 ether);
    
}",0.819711035,"function () payable {
        require(msg.value >= 0.01 * 1 ether);
        doPurchase();
    }",3
5420,73924,"function seal() {
    if ((msg.sender != owner)||(sealed))
        throw;    
    sealed= true;
}",0.87351577,"function seal() {
        if ((msg.sender != owner)||(sealed))
            throw;

        sealed= true;
    }",0
5436,22411,"function transferERC20(uint _value) public {
    transfer(address(this), _value);
  }",0.83072661,"function transfer(address _to, uint _value) public {

        _transfer(msg.sender, _to, _value);

    }",3
5473,38361,"function _transfer(address _from, address _to, uint _value) internal {
    require (_to != 0x0);                               

--->require (balanceOf[_from] > _value);                

    require (balanceOf[_to] + _value > balanceOf[_to]); 
    require(!frozenAccount[_from]);                     
    require(!frozenAccount[_to]);                       
    balanceOf[_from] -= _value;                         
    balanceOf[_to] += _value;                           
    Transfer(_from, _to, _value);
}",0.841004381,"function _transfer(address _from, address _to, uint _value) internal          

      {

          if(allowTransferToken == 1 || _from == owner )

          {

              require(!frozenAccount[_from]);                                   

              require (_to != 0x0);                                             

              require (balanceOf[_from] > _value);                              

              require (balanceOf[_to] + _value > balanceOf[_to]);               

              balanceOf[_from] -= _value;                                       

              balanceOf[_to] += _value;                                         

              Transfer(_from, _to, _value);                                     

          }

          else

          {

               revert();

          }

      }",3
5478,75232,"function(block){
    
}",0.865603055,function lock() {},3
5492,16961,"function() public payable{
    address target = contractAddress;

    assembly{
        let ptr := mload(0x40)
        calldatacopy(ptr, 0, calldatasize)

        let result := delegatecall(gas, target, ptr, calldatasize, 0, 0)

        let size := returndatasize
        returndatacopy(ptr, 0, size)

        switch result
        case 0 {revert(ptr, size)}
        default {return(ptr,size)}
    }
}",0.875322271,"function () payable public {

    address _impl = implementation();

    require(_impl != address(0));



    assembly {

      let ptr := mload(0x40)

      calldatacopy(ptr, 0, calldatasize)

      let result := delegatecall(gas, _impl, ptr, calldatasize, 0, 0)

      let size := returndatasize

      returndatacopy(ptr, 0, size)



      switch result

      case 0 { revert(ptr, size) }

      default { return(ptr, size) }

    }

  }",3
5568,120820,"function() payable{
    totalEthInWei = totalEthInWei + msg.value;
    uint256 amount = msg.value * unitsOneEthCanBuy / 1000000000000000000;
    require(balances[fundsWallet] >= amount);

    balances[fundsWallet] = balances[fundsWallet] - amount;
    balances[msg.sender] = balances[msg.sender] + amount;

    
    fundsWallet.transfer(msg.value);                               
}",0.807144003,"function() payable{
        totalEthInWei = totalEthInWei + msg.value;
        uint256 amount = msg.value * unitsOneEthCanBuy;
        if((balances[fundsWallet]-amount)<30000000000000000000000000)
        throw;
        else {
        balances[fundsWallet] = balances[fundsWallet] - amount;
        balances[msg.sender] = balances[msg.sender] + amount;

        Transfer(fundsWallet, msg.sender, amount); 


        fundsWallet.transfer(msg.value); 
        }
    }",3
5639,3058,"function()
    payable
{
    if (msg.value > 0)
        Deposit(msg.sender, msg.value); 
}",0.808860126,"function()

        public

        payable

    {

        if (msg.value > 0)

            emit Deposit(msg.sender, msg.value);

    }",1
5675,16922,"function _preValidatePurchase(address beneficiary,uint256 weiAmount) internal view
  {
    super._preValidatePurchase(beneficiary, weiAmount);
    
  }",0.897334601,"function _preValidatePurchase(

        address beneficiary,

        uint256 weiAmount

    )

    internal

    onlyWhileOpen

    view

    {

        super._preValidatePurchase(beneficiary, weiAmount);

    }",3
5676,49479,"function validPurchase (address beneficiary,uint256 weiAmount) public 
{
    _preValidatePurchase(beneficiary, weiAmount);
    uint256 _existingContribution = contributions[beneficiary];
    uint256 _newContribution = _existingContribution.add(weiAmount);
    require(_newContribution >= investorMinCap && _newContribution <= investorMaxCap);
    contributions[beneficiary] = _newContribution;
}",0.833912131,"function _preValidatePurchase(

        address _beneficiary,

        uint256 _weiAmount

    )

    internal

    {

        require(!hasEnded());

        super._preValidatePurchase(_beneficiary, _weiAmount);

        uint256 _existingContribution = contributions[_beneficiary];

        uint256 _newContribution = _existingContribution.add(_weiAmount);

        require(_weiAmount >= investorMinCap && _weiAmount <= investorHardCap);

        contributions[_beneficiary] = _newContribution;

    }",3
5696,25778,"function LearnToken (uint256 _initialSupply) public payable{
    balanceOf[msg.sender] = _initialSupply;
    totalSupply = _initialSupply;
}",0.830782224,"function DelphiToken() public {
        uint256 initialSupply = 10000000 * 10**18;
        totalSupply = initialSupply;
        balances[msg.sender] = initialSupply;
    }",3
5701,50308,"function() public payable {
    enterICO();
}",0.883179599,"function enter() payable public{

    }",3
5888,114970,"function censorChatMessage(uint256 messageIndex)
{
    require(msg.sender == administrator);
    chatMessageCensored[messageIndex] = true;
}",0.813742568,"function censorChatMessage(uint256 chatMessageIndex) public
    {
        require(msg.sender == administrator);
        censoredChatMessages[chatMessageIndex] = true;
    }",1
6158,53360,"function() {
            a = '';
        }",0.848219862,"function A() {
  }",3
